Formatted Date,Temperature (C),Humidity
2012-06-29 00:00:00.000 +0200,20.88,0.77
2012-06-29 01:00:00.000 +0200,19.77,0.82
2012-06-29 02:00:00.000 +0200,18.79,0.82
2012-06-29 03:00:00.000 +0200,19.19,0.77
2012-06-29 04:00:00.000 +0200,16.07,0.88
2012-06-29 05:00:00.000 +0200,16.31,0.87
2012-06-29 06:00:00.000 +0200,17.67,0.85
2012-06-29 07:00:00.000 +0200,21.90,0.69
2012-06-29 08:00:00.000 +0200,24.72,0.59
2012-06-29 09:00:00.000 +0200,27.06,0.51
2012-06-29 10:00:00.000 +0200,27.77,0.41
2012-06-29 11:00:00.000 +0200,29.80,0.42
2012-06-29 12:00:00.000 +0200,31.02,0.38
2012-06-29 13:00:00.000 +0200,32.13,0.33
2012-06-29 14:00:00.000 +0200,32.22,0.32
2012-06-29 15:00:00.000 +0200,32.71,0.3
2012-06-29 16:00:00.000 +0200,32.71,0.29
2012-06-29 17:00:00.000 +0200,32.79,0.29
2012-06-29 18:00:00.000 +0200,32.78,0.32
2012-06-29 19:00:00.000 +0200,31.13,0.35
2012-06-29 20:00:00.000 +0200,28.13,0.44
2012-06-29 21:00:00.000 +0200,25.01,0.54
2012-06-29 22:00:00.000 +0200,23.83,0.59
2012-06-29 23:00:00.000 +0200,23.93,0.55
2012-06-03 00:00:00.000 +0200,15.99,0.82
2012-06-03 01:00:00.000 +0200,14.93,0.88
2012-06-03 02:00:00.000 +0200,14.70,0.88
2012-06-03 03:00:00.000 +0200,13.93,0.9
2012-06-03 04:00:00.000 +0200,14.42,0.91
2012-06-03 05:00:00.000 +0200,14.23,0.94
2012-06-03 06:00:00.000 +0200,16.06,0.87
2012-06-03 07:00:00.000 +0200,17.73,0.84
2012-06-03 08:00:00.000 +0200,20.04,0.79
2012-06-03 09:00:00.000 +0200,21.25,0.78
2012-06-03 10:00:00.000 +0200,25.00,0.64
2012-06-03 11:00:00.000 +0200,26.98,0.51
2012-06-03 12:00:00.000 +0200,27.22,0.51
2012-06-03 13:00:00.000 +0200,27.80,0.43
2012-06-03 14:00:00.000 +0200,28.73,0.4
2012-06-03 15:00:00.000 +0200,28.87,0.4
2012-06-03 16:00:00.000 +0200,27.80,0.46
2012-06-03 17:00:00.000 +0200,27.94,0.45
2012-06-03 18:00:00.000 +0200,27.82,0.49
2012-06-03 19:00:00.000 +0200,27.22,0.51
2012-06-03 20:00:00.000 +0200,25.15,0.62
2012-06-03 21:00:00.000 +0200,22.85,0.66
2012-06-03 22:00:00.000 +0200,21.72,0.68
2012-06-03 23:00:00.000 +0200,20.96,0.77
2012-06-30 00:00:00.000 +0200,23.67,0.61
2012-06-30 01:00:00.000 +0200,23.08,0.63
2012-06-30 02:00:00.000 +0200,22.06,0.66
2012-06-30 03:00:00.000 +0200,20.45,0.74
2012-06-30 04:00:00.000 +0200,19.41,0.78
2012-06-30 05:00:00.000 +0200,19.33,0.79
2012-06-30 06:00:00.000 +0200,20.93,0.74
2012-06-30 07:00:00.000 +0200,22.69,0.71
2012-06-30 08:00:00.000 +0200,25.94,0.54
2012-06-30 09:00:00.000 +0200,28.79,0.49
2012-06-30 10:00:00.000 +0200,31.02,0.41
2012-06-30 11:00:00.000 +0200,32.67,0.32
2012-06-30 12:00:00.000 +0200,33.36,0.33
2012-06-30 13:00:00.000 +0200,33.96,0.32
2012-06-30 14:00:00.000 +0200,34.92,0.28
2012-06-30 15:00:00.000 +0200,36.13,0.24
2012-06-30 16:00:00.000 +0200,36.11,0.24
2012-06-30 17:00:00.000 +0200,35.98,0.24
2012-06-30 18:00:00.000 +0200,35.02,0.25
2012-06-30 19:00:00.000 +0200,33.91,0.32
2012-06-30 20:00:00.000 +0200,30.41,0.36
2012-06-30 21:00:00.000 +0200,27.83,0.46
2012-06-30 22:00:00.000 +0200,26.61,0.48
2012-06-30 23:00:00.000 +0200,24.40,0.56
2012-06-04 00:00:00.000 +0200,21.58,0.71
2012-06-04 01:00:00.000 +0200,21.04,0.73
2012-06-04 02:00:00.000 +0200,20.46,0.73
2012-06-04 03:00:00.000 +0200,17.90,0.83
2012-06-04 04:00:00.000 +0200,16.82,0.83
2012-06-04 05:00:00.000 +0200,17.14,0.83
2012-06-04 06:00:00.000 +0200,19.78,0.69
2012-06-04 07:00:00.000 +0200,20.93,0.69
2012-06-04 08:00:00.000 +0200,22.76,0.62
2012-06-04 09:00:00.000 +0200,23.87,0.54
2012-06-04 10:00:00.000 +0200,25.02,0.5
2012-06-04 11:00:00.000 +0200,26.07,0.49
2012-06-04 12:00:00.000 +0200,27.22,0.5
2012-06-04 13:00:00.000 +0200,27.78,0.4
2012-06-04 14:00:00.000 +0200,28.83,0.39
2012-06-04 15:00:00.000 +0200,28.91,0.4
2012-06-04 16:00:00.000 +0200,29.95,0.35
2012-06-04 17:00:00.000 +0200,28.89,0.39
2012-06-04 18:00:00.000 +0200,27.18,0.47
2012-06-04 19:00:00.000 +0200,25.72,0.51
2012-06-04 20:00:00.000 +0200,21.04,0.61
2012-06-04 21:00:00.000 +0200,17.69,0.79
2012-06-04 22:00:00.000 +0200,17.69,0.82
2012-06-04 23:00:00.000 +0200,16.34,0.96
2012-06-05 00:00:00.000 +0200,17.15,0.93
2012-06-05 01:00:00.000 +0200,16.60,0.93
2012-06-05 02:00:00.000 +0200,16.13,0.97
2012-06-05 03:00:00.000 +0200,15.03,0.96
2012-06-05 04:00:00.000 +0200,14.98,0.96
2012-06-05 05:00:00.000 +0200,15.41,0.96
2012-06-05 06:00:00.000 +0200,14.91,0.93
2012-06-05 07:00:00.000 +0200,14.91,0.88
2012-06-05 08:00:00.000 +0200,16.16,0.88
2012-06-05 09:00:00.000 +0200,17.59,0.79
2012-06-05 10:00:00.000 +0200,17.71,0.78
2012-06-05 11:00:00.000 +0200,18.72,0.74
2012-06-05 12:00:00.000 +0200,17.69,0.78
2012-06-05 13:00:00.000 +0200,17.76,0.78
2012-06-05 14:00:00.000 +0200,17.74,0.79
2012-06-05 15:00:00.000 +0200,17.37,0.8
2012-06-05 16:00:00.000 +0200,18.87,0.72
2012-06-05 17:00:00.000 +0200,18.87,0.6
2012-06-05 18:00:00.000 +0200,18.86,0.51
2012-06-05 19:00:00.000 +0200,17.76,0.51
2012-06-05 20:00:00.000 +0200,16.29,0.51
2012-06-05 21:00:00.000 +0200,13.84,0.59
2012-06-05 22:00:00.000 +0200,13.77,0.59
2012-06-05 23:00:00.000 +0200,12.23,0.65
2012-06-06 00:00:00.000 +0200,10.60,0.74
2012-06-06 01:00:00.000 +0200,10.02,0.77
2012-06-06 02:00:00.000 +0200,9.23,0.83
2012-06-06 03:00:00.000 +0200,10.44,0.81
2012-06-06 04:00:00.000 +0200,9.86,0.81
2012-06-06 05:00:00.000 +0200,9.78,0.82
2012-06-06 06:00:00.000 +0200,9.87,0.84
2012-06-06 07:00:00.000 +0200,11.12,0.77
2012-06-06 08:00:00.000 +0200,12.73,0.76
2012-06-06 09:00:00.000 +0200,15.03,0.67
2012-06-06 10:00:00.000 +0200,17.22,0.63
2012-06-06 11:00:00.000 +0200,17.79,0.63
2012-06-06 12:00:00.000 +0200,18.94,0.56
2012-06-06 13:00:00.000 +0200,21.04,0.56
2012-06-06 14:00:00.000 +0200,20.16,0.52
2012-06-06 15:00:00.000 +0200,21.21,0.48
2012-06-06 16:00:00.000 +0200,21.23,0.48
2012-06-06 17:00:00.000 +0200,22.16,0.42
2012-06-06 18:00:00.000 +0200,21.21,0.48
2012-06-06 19:00:00.000 +0200,21.11,0.48
2012-06-06 20:00:00.000 +0200,18.29,0.61
2012-06-06 21:00:00.000 +0200,16.18,0.67
2012-06-06 22:00:00.000 +0200,14.98,0.72
2012-06-06 23:00:00.000 +0200,14.71,0.74
2012-06-07 00:00:00.000 +0200,13.34,0.77
2012-06-07 01:00:00.000 +0200,12.76,0.83
2012-06-07 02:00:00.000 +0200,13.09,0.82
2012-06-07 03:00:00.000 +0200,12.23,0.86
2012-06-07 04:00:00.000 +0200,11.72,0.9
2012-06-07 05:00:00.000 +0200,11.80,0.9
2012-06-07 06:00:00.000 +0200,12.23,0.86
2012-06-07 07:00:00.000 +0200,13.96,0.83
2012-06-07 08:00:00.000 +0200,17.78,0.7
2012-06-07 09:00:00.000 +0200,21.07,0.59
2012-06-07 10:00:00.000 +0200,22.24,0.55
2012-06-07 11:00:00.000 +0200,23.80,0.53
2012-06-07 12:00:00.000 +0200,24.95,0.5
2012-06-07 13:00:00.000 +0200,26.09,0.5
2012-06-07 14:00:00.000 +0200,26.21,0.47
2012-06-07 15:00:00.000 +0200,27.20,0.41
2012-06-07 16:00:00.000 +0200,27.24,0.41
2012-06-07 17:00:00.000 +0200,27.27,0.43
2012-06-07 18:00:00.000 +0200,27.22,0.41
2012-06-07 19:00:00.000 +0200,26.09,0.49
2012-06-07 20:00:00.000 +0200,23.24,0.59
2012-06-07 21:00:00.000 +0200,20.16,0.72
2012-06-07 22:00:00.000 +0200,18.94,0.78
2012-06-07 23:00:00.000 +0200,18.68,0.78
2012-06-08 00:00:00.000 +0200,18.29,0.78
2012-06-08 01:00:00.000 +0200,17.24,0.84
2012-06-08 02:00:00.000 +0200,18.19,0.8
2012-06-08 03:00:00.000 +0200,18.20,0.82
2012-06-08 04:00:00.000 +0200,18.16,0.84
2012-06-08 05:00:00.000 +0200,17.32,0.85
2012-06-08 06:00:00.000 +0200,17.69,0.85
2012-06-08 07:00:00.000 +0200,19.94,0.78
2012-06-08 08:00:00.000 +0200,22.25,0.67
2012-06-08 09:00:00.000 +0200,23.82,0.58
2012-06-08 10:00:00.000 +0200,24.93,0.54
2012-06-08 11:00:00.000 +0200,26.04,0.53
2012-06-08 12:00:00.000 +0200,27.19,0.51
2012-06-08 13:00:00.000 +0200,27.78,0.49
2012-06-08 14:00:00.000 +0200,28.77,0.46
2012-06-08 15:00:00.000 +0200,28.91,0.49
2012-06-08 16:00:00.000 +0200,28.98,0.46
2012-06-08 17:00:00.000 +0200,29.09,0.47
2012-06-08 18:00:00.000 +0200,28.93,0.43
2012-06-08 19:00:00.000 +0200,27.78,0.49
2012-06-08 20:00:00.000 +0200,25.45,0.52
2012-06-08 21:00:00.000 +0200,22.34,0.68
2012-06-08 22:00:00.000 +0200,22.16,0.66
2012-06-08 23:00:00.000 +0200,19.81,0.81
2012-06-09 00:00:00.000 +0200,19.98,0.78
2012-06-09 01:00:00.000 +0200,19.49,0.81
2012-06-09 02:00:00.000 +0200,19.54,0.82
2012-06-09 03:00:00.000 +0200,18.90,0.84
2012-06-09 04:00:00.000 +0200,17.30,0.87
2012-06-09 05:00:00.000 +0200,17.86,0.87
2012-06-09 06:00:00.000 +0200,18.78,0.9
2012-06-09 07:00:00.000 +0200,22.53,0.74
2012-06-09 08:00:00.000 +0200,24.66,0.63
2012-06-09 09:00:00.000 +0200,26.90,0.55
2012-06-09 10:00:00.000 +0200,27.57,0.47
2012-06-09 11:00:00.000 +0200,28.76,0.49
2012-06-09 12:00:00.000 +0200,27.78,0.53
2012-06-09 13:00:00.000 +0200,30.88,0.44
2012-06-09 14:00:00.000 +0200,31.20,0.39
2012-06-09 15:00:00.000 +0200,32.01,0.38
2012-06-09 16:00:00.000 +0200,32.06,0.42
2012-06-09 17:00:00.000 +0200,31.06,0.44
2012-06-09 18:00:00.000 +0200,30.90,0.42
2012-06-09 19:00:00.000 +0200,28.79,0.46
2012-06-09 20:00:00.000 +0200,26.44,0.58
2012-06-09 21:00:00.000 +0200,25.90,0.6
2012-06-09 22:00:00.000 +0200,25.12,0.64
2012-06-09 23:00:00.000 +0200,23.69,0.63
2012-03-01 00:00:00.000 +0100,0.00,0.96
2012-03-01 01:00:00.000 +0100,0.61,0.92
2012-03-01 02:00:00.000 +0100,1.11,0.89
2012-03-01 03:00:00.000 +0100,0.00,0.89
2012-03-01 04:00:00.000 +0100,-0.35,0.92
2012-03-01 05:00:00.000 +0100,-1.11,0.92
2012-03-01 06:00:00.000 +0100,-1.11,0.92
2012-03-01 07:00:00.000 +0100,-1.08,0.92
2012-03-01 08:00:00.000 +0100,2.22,0.85
2012-03-01 09:00:00.000 +0100,6.11,0.7
2012-03-01 10:00:00.000 +0100,7.73,0.62
2012-03-01 11:00:00.000 +0100,7.78,0.58
2012-03-01 12:00:00.000 +0100,8.89,0.54
2012-03-01 13:00:00.000 +0100,9.88,0.5
2012-03-01 14:00:00.000 +0100,11.11,0.43
2012-03-01 15:00:00.000 +0100,10.56,0.44
2012-03-01 16:00:00.000 +0100,10.89,0.45
2012-03-01 17:00:00.000 +0100,8.89,0.54
2012-03-01 18:00:00.000 +0100,7.22,0.6
2012-03-01 19:00:00.000 +0100,5.12,0.72
2012-03-01 20:00:00.000 +0100,5.00,0.86
2012-03-01 21:00:00.000 +0100,5.00,0.86
2012-03-01 22:00:00.000 +0100,5.47,0.83
2012-03-01 23:00:00.000 +0100,5.56,0.76
2012-03-10 00:00:00.000 +0100,-1.67,0.81
2012-03-10 01:00:00.000 +0100,-3.54,0.89
2012-03-10 02:00:00.000 +0100,-3.33,0.88
2012-03-10 03:00:00.000 +0100,-4.44,0.92
2012-03-10 04:00:00.000 +0100,-3.59,0.93
2012-03-10 05:00:00.000 +0100,-3.89,0.92
2012-03-10 06:00:00.000 +0100,-5.00,0.92
2012-03-10 07:00:00.000 +0100,-2.78,0.93
2012-03-10 08:00:00.000 +0100,0.00,0.85
2012-03-10 09:00:00.000 +0100,3.89,0.64
2012-03-10 10:00:00.000 +0100,6.25,0.46
2012-03-10 11:00:00.000 +0100,7.78,0.4
2012-03-10 12:00:00.000 +0100,8.89,0.34
2012-03-10 13:00:00.000 +0100,9.97,0.34
2012-03-10 14:00:00.000 +0100,10.00,0.34
2012-03-10 15:00:00.000 +0100,10.00,0.34
2012-03-10 16:00:00.000 +0100,10.00,0.34
2012-03-10 17:00:00.000 +0100,7.78,0.4
2012-03-10 18:00:00.000 +0100,6.11,0.45
2012-03-10 19:00:00.000 +0100,3.07,0.56
2012-03-10 20:00:00.000 +0100,1.11,0.64
2012-03-10 21:00:00.000 +0100,0.00,0.69
2012-03-10 22:00:00.000 +0100,-0.85,0.76
2012-03-10 23:00:00.000 +0100,-1.11,0.78
2012-03-11 00:00:00.000 +0100,-2.78,0.85
2012-03-11 01:00:00.000 +0100,-2.00,0.85
2012-03-11 02:00:00.000 +0100,-3.33,0.85
2012-03-11 03:00:00.000 +0100,-1.67,0.78
2012-03-11 04:00:00.000 +0100,-1.91,0.8
2012-03-11 05:00:00.000 +0100,-2.78,0.85
2012-03-11 06:00:00.000 +0100,-2.22,0.81
2012-03-11 07:00:00.000 +0100,0.96,0.79
2012-03-11 08:00:00.000 +0100,5.00,0.57
2012-03-11 09:00:00.000 +0100,7.22,0.51
2012-03-11 10:00:00.000 +0100,7.69,0.57
2012-03-11 11:00:00.000 +0100,7.22,0.6
2012-03-11 12:00:00.000 +0100,7.22,0.65
2012-03-11 13:00:00.000 +0100,8.63,0.63
2012-03-11 14:00:00.000 +0100,10.00,0.61
2012-03-11 15:00:00.000 +0100,11.11,0.54
2012-03-11 16:00:00.000 +0100,10.97,0.51
2012-03-11 17:00:00.000 +0100,8.89,0.63
2012-03-11 18:00:00.000 +0100,3.89,0.89
2012-03-11 19:00:00.000 +0100,3.09,0.88
2012-03-11 20:00:00.000 +0100,2.78,0.89
2012-03-11 21:00:00.000 +0100,2.78,0.85
2012-03-11 22:00:00.000 +0100,2.36,0.83
2012-03-11 23:00:00.000 +0100,1.11,0.85
2012-03-12 00:00:00.000 +0100,1.11,0.85
2012-03-12 01:00:00.000 +0100,0.68,0.83
2012-03-12 02:00:00.000 +0100,-0.56,0.78
2012-03-12 03:00:00.000 +0100,-1.11,0.75
2012-03-12 04:00:00.000 +0100,-1.41,0.76
2012-03-12 05:00:00.000 +0100,-2.22,0.75
2012-03-12 06:00:00.000 +0100,-2.22,0.75
2012-03-12 07:00:00.000 +0100,0.00,0.69
2012-03-12 08:00:00.000 +0100,3.89,0.57
2012-03-12 09:00:00.000 +0100,5.00,0.57
2012-03-12 10:00:00.000 +0100,7.12,0.44
2012-03-12 11:00:00.000 +0100,8.89,0.3
2012-03-12 12:00:00.000 +0100,8.89,0.27
2012-03-12 13:00:00.000 +0100,9.89,0.26
2012-03-12 14:00:00.000 +0100,11.11,0.24
2012-03-12 15:00:00.000 +0100,11.11,0.18
2012-03-12 16:00:00.000 +0100,11.09,0.2
2012-03-12 17:00:00.000 +0100,8.89,0.25
2012-03-12 18:00:00.000 +0100,7.22,0.31
2012-03-12 19:00:00.000 +0100,4.97,0.36
2012-03-12 20:00:00.000 +0100,3.89,0.42
2012-03-12 21:00:00.000 +0100,4.44,0.39
2012-03-12 22:00:00.000 +0100,4.13,0.42
2012-03-12 23:00:00.000 +0100,3.89,0.48
2012-03-13 00:00:00.000 +0100,3.33,0.54
2012-03-13 01:00:00.000 +0100,3.23,0.57
2012-03-13 02:00:00.000 +0100,4.44,0.57
2012-03-13 03:00:00.000 +0100,3.89,0.62
2012-03-13 04:00:00.000 +0100,3.33,0.61
2012-03-13 05:00:00.000 +0100,2.78,0.67
2012-03-13 06:00:00.000 +0100,3.89,0.57
2012-03-13 07:00:00.000 +0100,3.94,0.61
2012-03-13 08:00:00.000 +0100,6.11,0.55
2012-03-13 09:00:00.000 +0100,7.78,0.47
2012-03-13 10:00:00.000 +0100,8.78,0.47
2012-03-13 11:00:00.000 +0100,8.89,0.4
2012-03-13 12:00:00.000 +0100,10.00,0.41
2012-03-13 13:00:00.000 +0100,12.07,0.42
2012-03-13 14:00:00.000 +0100,12.22,0.43
2012-03-13 15:00:00.000 +0100,12.22,0.43
2012-03-13 16:00:00.000 +0100,12.12,0.44
2012-03-13 17:00:00.000 +0100,11.11,0.46
2012-03-13 18:00:00.000 +0100,8.89,0.54
2012-03-13 19:00:00.000 +0100,7.78,0.6
2012-03-13 20:00:00.000 +0100,5.00,0.7
2012-03-13 21:00:00.000 +0100,2.78,0.73
2012-03-13 22:00:00.000 +0100,2.78,0.75
2012-03-13 23:00:00.000 +0100,2.78,0.79
2012-03-14 00:00:00.000 +0100,1.67,0.82
2012-03-14 01:00:00.000 +0100,1.99,0.86
2012-03-14 02:00:00.000 +0100,1.67,0.89
2012-03-14 03:00:00.000 +0100,1.67,0.85
2012-03-14 04:00:00.000 +0100,1.28,0.9
2012-03-14 05:00:00.000 +0100,3.89,0.82
2012-03-14 06:00:00.000 +0100,2.78,0.82
2012-03-14 07:00:00.000 +0100,4.01,0.83
2012-03-14 08:00:00.000 +0100,7.22,0.71
2012-03-14 09:00:00.000 +0100,8.89,0.63
2012-03-14 10:00:00.000 +0100,9.91,0.59
2012-03-14 11:00:00.000 +0100,10.00,0.58
2012-03-14 12:00:00.000 +0100,11.11,0.54
2012-03-14 13:00:00.000 +0100,11.02,0.54
2012-03-14 14:00:00.000 +0100,11.11,0.54
2012-03-14 15:00:00.000 +0100,12.22,0.5
2012-03-14 16:00:00.000 +0100,12.12,0.5
2012-03-14 17:00:00.000 +0100,12.22,0.47
2012-03-14 18:00:00.000 +0100,11.11,0.5
2012-03-14 19:00:00.000 +0100,10.02,0.54
2012-03-14 20:00:00.000 +0100,8.89,0.63
2012-03-14 21:00:00.000 +0100,8.33,0.6
2012-03-14 22:00:00.000 +0100,8.30,0.6
2012-03-14 23:00:00.000 +0100,7.78,0.63
2012-03-15 00:00:00.000 +0100,6.67,0.68
2012-03-15 01:00:00.000 +0100,5.66,0.72
2012-03-15 02:00:00.000 +0100,5.00,0.73
2012-03-15 03:00:00.000 +0100,3.33,0.82
2012-03-15 04:00:00.000 +0100,2.38,0.83
2012-03-15 05:00:00.000 +0100,2.78,0.82
2012-03-15 06:00:00.000 +0100,2.78,0.89
2012-03-15 07:00:00.000 +0100,3.91,0.82
2012-03-15 08:00:00.000 +0100,5.00,0.76
2012-03-15 09:00:00.000 +0100,7.22,0.71
2012-03-15 10:00:00.000 +0100,8.77,0.64
2012-03-15 11:00:00.000 +0100,10.00,0.54
2012-03-15 12:00:00.000 +0100,12.22,0.47
2012-03-15 13:00:00.000 +0100,12.71,0.41
2012-03-15 14:00:00.000 +0100,12.78,0.41
2012-03-15 15:00:00.000 +0100,13.89,0.39
2012-03-15 16:00:00.000 +0100,12.93,0.38
2012-03-15 17:00:00.000 +0100,12.22,0.37
2012-03-15 18:00:00.000 +0100,8.89,0.46
2012-03-15 19:00:00.000 +0100,6.30,0.55
2012-03-15 20:00:00.000 +0100,5.00,0.65
2012-03-15 21:00:00.000 +0100,2.78,0.73
2012-03-15 22:00:00.000 +0100,2.10,0.76
2012-03-15 23:00:00.000 +0100,3.33,0.7
2012-03-16 00:00:00.000 +0100,3.33,0.7
2012-03-16 01:00:00.000 +0100,2.73,0.66
2012-03-16 02:00:00.000 +0100,1.11,0.61
2012-03-16 03:00:00.000 +0100,0.56,0.61
2012-03-16 04:00:00.000 +0100,1.14,0.56
2012-03-16 05:00:00.000 +0100,0.00,0.56
2012-03-16 06:00:00.000 +0100,0.00,0.56
2012-03-16 07:00:00.000 +0100,2.41,0.61
2012-03-16 08:00:00.000 +0100,7.22,0.38
2012-03-16 09:00:00.000 +0100,11.11,0.35
2012-03-16 10:00:00.000 +0100,12.62,0.36
2012-03-16 11:00:00.000 +0100,13.89,0.36
2012-03-16 12:00:00.000 +0100,15.00,0.36
2012-03-16 13:00:00.000 +0100,16.06,0.33
2012-03-16 14:00:00.000 +0100,17.22,0.31
2012-03-16 15:00:00.000 +0100,17.78,0.28
2012-03-16 16:00:00.000 +0100,17.12,0.31
2012-03-16 17:00:00.000 +0100,15.00,0.33
2012-03-16 18:00:00.000 +0100,12.78,0.38
2012-03-16 19:00:00.000 +0100,11.14,0.42
2012-03-16 20:00:00.000 +0100,7.78,0.49
2012-03-16 21:00:00.000 +0100,7.78,0.51
2012-03-16 22:00:00.000 +0100,6.87,0.56
2012-03-16 23:00:00.000 +0100,4.44,0.64
2012-03-17 00:00:00.000 +0100,4.44,0.64
2012-03-17 01:00:00.000 +0100,3.26,0.72
2012-03-17 02:00:00.000 +0100,2.78,0.7
2012-03-17 03:00:00.000 +0100,2.22,0.72
2012-03-17 04:00:00.000 +0100,2.05,0.72
2012-03-17 05:00:00.000 +0100,2.22,0.69
2012-03-17 06:00:00.000 +0100,1.11,0.69
2012-03-17 07:00:00.000 +0100,3.87,0.66
2012-03-17 08:00:00.000 +0100,7.22,0.55
2012-03-17 09:00:00.000 +0100,12.22,0.47
2012-03-17 10:00:00.000 +0100,16.04,0.36
2012-03-17 11:00:00.000 +0100,20.00,0.26
2012-03-17 12:00:00.000 +0100,21.11,0.21
2012-03-17 13:00:00.000 +0100,21.82,0.23
2012-03-17 14:00:00.000 +0100,22.22,0.21
2012-03-17 15:00:00.000 +0100,22.78,0.18
2012-03-17 16:00:00.000 +0100,21.96,0.19
2012-03-17 17:00:00.000 +0100,20.00,0.24
2012-03-17 18:00:00.000 +0100,16.11,0.28
2012-03-17 19:00:00.000 +0100,13.07,0.38
2012-03-17 20:00:00.000 +0100,11.11,0.43
2012-03-17 21:00:00.000 +0100,10.00,0.44
2012-03-17 22:00:00.000 +0100,9.62,0.49
2012-03-17 23:00:00.000 +0100,8.89,0.44
2012-03-18 00:00:00.000 +0100,7.78,0.49
2012-03-18 01:00:00.000 +0100,7.55,0.49
2012-03-18 02:00:00.000 +0100,5.00,0.57
2012-03-18 03:00:00.000 +0100,4.44,0.57
2012-03-18 04:00:00.000 +0100,4.44,0.63
2012-03-18 05:00:00.000 +0100,3.89,0.62
2012-03-18 06:00:00.000 +0100,5.00,0.6
2012-03-18 07:00:00.000 +0100,7.10,0.6
2012-03-18 08:00:00.000 +0100,12.78,0.41
2012-03-18 09:00:00.000 +0100,17.22,0.31
2012-03-18 10:00:00.000 +0100,18.73,0.29
2012-03-18 11:00:00.000 +0100,21.11,0.26
2012-03-18 12:00:00.000 +0100,22.22,0.25
2012-03-18 13:00:00.000 +0100,21.99,0.23
2012-03-18 14:00:00.000 +0100,22.78,0.22
2012-03-18 15:00:00.000 +0100,22.78,0.2
2012-03-18 16:00:00.000 +0100,22.19,0.23
2012-03-18 17:00:00.000 +0100,21.11,0.26
2012-03-18 18:00:00.000 +0100,17.22,0.34
2012-03-18 19:00:00.000 +0100,14.17,0.41
2012-03-18 20:00:00.000 +0100,10.00,0.5
2012-03-18 21:00:00.000 +0100,10.00,0.48
2012-03-18 22:00:00.000 +0100,11.94,0.5
2012-03-18 23:00:00.000 +0100,9.44,0.58
2012-03-19 00:00:00.000 +0100,9.44,0.61
2012-03-19 01:00:00.000 +0100,9.62,0.64
2012-03-19 02:00:00.000 +0100,8.33,0.68
2012-03-19 03:00:00.000 +0100,6.11,0.76
2012-03-19 04:00:00.000 +0100,6.61,0.76
2012-03-19 05:00:00.000 +0100,6.11,0.79
2012-03-19 06:00:00.000 +0100,8.89,0.71
2012-03-19 07:00:00.000 +0100,11.94,0.63
2012-03-19 08:00:00.000 +0100,15.00,0.51
2012-03-19 09:00:00.000 +0100,16.11,0.48
2012-03-19 10:00:00.000 +0100,17.73,0.46
2012-03-19 11:00:00.000 +0100,17.78,0.46
2012-03-19 12:00:00.000 +0100,18.89,0.43
2012-03-19 13:00:00.000 +0100,19.89,0.38
2012-03-19 14:00:00.000 +0100,20.00,0.37
2012-03-19 15:00:00.000 +0100,20.00,0.35
2012-03-19 16:00:00.000 +0100,18.96,0.4
2012-03-19 17:00:00.000 +0100,17.22,0.41
2012-03-19 18:00:00.000 +0100,15.00,0.44
2012-03-19 19:00:00.000 +0100,12.95,0.51
2012-03-19 20:00:00.000 +0100,11.11,0.56
2012-03-19 21:00:00.000 +0100,11.11,0.56
2012-03-19 22:00:00.000 +0100,10.12,0.6
2012-03-19 23:00:00.000 +0100,8.89,0.63
2012-03-02 00:00:00.000 +0100,5.56,0.76
2012-03-02 01:00:00.000 +0100,5.43,0.78
2012-03-02 02:00:00.000 +0100,5.56,0.82
2012-03-02 03:00:00.000 +0100,5.56,0.82
2012-03-02 04:00:00.000 +0100,5.40,0.86
2012-03-02 05:00:00.000 +0100,6.11,0.86
2012-03-02 06:00:00.000 +0100,7.78,0.89
2012-03-02 07:00:00.000 +0100,8.61,0.9
2012-03-02 08:00:00.000 +0100,8.89,0.89
2012-03-02 09:00:00.000 +0100,11.11,0.8
2012-03-02 10:00:00.000 +0100,12.71,0.69
2012-03-02 11:00:00.000 +0100,12.78,0.69
2012-03-02 12:00:00.000 +0100,12.78,0.69
2012-03-02 13:00:00.000 +0100,14.01,0.62
2012-03-02 14:00:00.000 +0100,13.89,0.64
2012-03-02 15:00:00.000 +0100,12.78,0.64
2012-03-02 16:00:00.000 +0100,12.36,0.7
2012-03-02 17:00:00.000 +0100,11.11,0.8
2012-03-02 18:00:00.000 +0100,8.89,0.89
2012-03-02 19:00:00.000 +0100,8.86,0.77
2012-03-02 20:00:00.000 +0100,7.78,0.76
2012-03-02 21:00:00.000 +0100,6.67,0.79
2012-03-02 22:00:00.000 +0100,5.73,0.8
2012-03-02 23:00:00.000 +0100,4.44,0.82
2012-03-20 00:00:00.000 +0100,7.78,0.68
2012-03-20 01:00:00.000 +0100,9.01,0.63
2012-03-20 02:00:00.000 +0100,8.89,0.66
2012-03-20 03:00:00.000 +0100,8.33,0.71
2012-03-20 04:00:00.000 +0100,6.93,0.71
2012-03-20 05:00:00.000 +0100,5.00,0.76
2012-03-20 06:00:00.000 +0100,7.22,0.6
2012-03-20 07:00:00.000 +0100,7.71,0.56
2012-03-20 08:00:00.000 +0100,8.89,0.46
2012-03-20 09:00:00.000 +0100,11.11,0.38
2012-03-20 10:00:00.000 +0100,12.71,0.36
2012-03-20 11:00:00.000 +0100,13.89,0.31
